,Element,Episode,Title,Included,Type_of_element,Category_of_element,HasLocation
388,Split Frame,S01E06,WINTER MOON,0,Frame,Execution,0
389,Steve Ross,S01E06,WINTER MOON,0,Painted_by_a_guest,Execution,0
390,Structure,S01E06,WINTER MOON,1,Human_built,Human,1
391,SUN,S01E06,WINTER MOON,0,Sky,Landscape,0
392,Tomb Frame,S01E06,WINTER MOON,0,Frame,Execution,0
393,Trees,S01E06,WINTER MOON,1,Vegetation,Landscape,1
394,Tree,S01E06,WINTER MOON,1,Vegetation,Landscape,1
395,Triple Frame,S01E06,WINTER MOON,0,Frame,Execution,0
396,Waterfall,S01E06,WINTER MOON,0,Water,Landscape,1
397,Waves,S01E06,WINTER MOON,0,Water,Landscape,1
398,Windmill,S01E06,WINTER MOON,0,Human_built,Human,1
399,Window Frame,S01E06,WINTER MOON,0,Frame,Execution,0
400,Winter,S01E06,WINTER MOON,1,Season_and_weather,Time_and_atmosphere,0
401,Wood Framed,S01E06,WINTER MOON,0,Frame,Execution,0
402,Apple Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
403,Aurora Borealis,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,1
404,Barn,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
405,Beach,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
406,Boat,S01E07,AUTUMN MOUNTAINS,0,Human_presence,Human,1
407,Bridge,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
408,Building,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
409,Bushes,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
410,Cabin,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
411,Cactus,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
412,Circle Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
413,Cirrus,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,0
414,Cliff,S01E07,AUTUMN MOUNTAINS,0,Topography,Landscape,1
415,Clouds,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,0
416,Conifer,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
417,Cumulus,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,0
418,Deciduous,S01E07,AUTUMN MOUNTAINS,1,Vegetation,Landscape,1
419,Diane Andre,S01E07,AUTUMN MOUNTAINS,0,Painted_by_a_guest,Execution,0
420,Dock,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
421,Double Oval Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
422,Farm,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
423,Fence,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
424,Fire,S01E07,AUTUMN MOUNTAINS,0,Human_presence,Human,0
425,Florida Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
426,Flowers,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
427,FOG,S01E07,AUTUMN MOUNTAINS,0,Season_and_weather,Time_and_atmosphere,1
428,Framed,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
429,Grass,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
430,Guest,S01E07,AUTUMN MOUNTAINS,0,Painted_by_a_guest,Execution,0
431,Half Circle Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
432,Half Oval Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
433,Hills,S01E07,AUTUMN MOUNTAINS,0,Topography,Landscape,1
434,Lakes,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
435,Lake,S01E07,AUTUMN MOUNTAINS,1,Water,Landscape,1
436,Lighthouse,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
437,Mill,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
438,Moon,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,0
439,Mountains,S01E07,AUTUMN MOUNTAINS,1,Topography,Landscape,1
440,Mountain,S01E07,AUTUMN MOUNTAINS,1,Topography,Landscape,1
441,Night,S01E07,AUTUMN MOUNTAINS,0,Time_of_day,Time_and_atmosphere,0
442,Ocean,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
443,Oval Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
444,Palm Trees,S01E07,AUTUMN MOUNTAINS,0,Vegetation,Landscape,1
445,Path,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
446,Person,S01E07,AUTUMN MOUNTAINS,0,Person,Human,0
447,Portrait,S01E07,AUTUMN MOUNTAINS,0,Painting_type,Human,0
448,Rectangle 3D Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
449,Rectangular Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
450,River,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
451,Rocks,S01E07,AUTUMN MOUNTAINS,0,Rocks,Landscape,1
452,Seashell Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
453,Snowy Mountain,S01E07,AUTUMN MOUNTAINS,1,Topography,Landscape,1
454,Snow,S01E07,AUTUMN MOUNTAINS,0,Season_and_weather,Time_and_atmosphere,1
455,Split Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
456,Steve Ross,S01E07,AUTUMN MOUNTAINS,0,Painted_by_a_guest,Execution,0
457,Structure,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
458,SUN,S01E07,AUTUMN MOUNTAINS,0,Sky,Landscape,0
459,Tomb Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
460,Trees,S01E07,AUTUMN MOUNTAINS,1,Vegetation,Landscape,1
461,Tree,S01E07,AUTUMN MOUNTAINS,1,Vegetation,Landscape,1
462,Triple Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
463,Waterfall,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
464,Waves,S01E07,AUTUMN MOUNTAINS,0,Water,Landscape,1
465,Windmill,S01E07,AUTUMN MOUNTAINS,0,Human_built,Human,1
466,Window Frame,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
467,Winter,S01E07,AUTUMN MOUNTAINS,0,Season_and_weather,Time_and_atmosphere,0
468,Wood Framed,S01E07,AUTUMN MOUNTAINS,0,Frame,Execution,0
469,Apple Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
470,Aurora Borealis,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,1
471,Barn,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
472,Beach,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
473,Boat,S01E08,PEACEFUL VALLEY,0,Human_presence,Human,1
474,Bridge,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
475,Building,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
476,Bushes,S01E08,PEACEFUL VALLEY,1,Vegetation,Landscape,1
477,Cabin,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
478,Cactus,S01E08,PEACEFUL VALLEY,0,Vegetation,Landscape,1
479,Circle Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
480,Cirrus,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,0
481,Cliff,S01E08,PEACEFUL VALLEY,0,Topography,Landscape,1
482,Clouds,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,0
483,Conifer,S01E08,PEACEFUL VALLEY,1,Vegetation,Landscape,1
484,Cumulus,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,0
485,Deciduous,S01E08,PEACEFUL VALLEY,0,Vegetation,Landscape,1
486,Diane Andre,S01E08,PEACEFUL VALLEY,0,Painted_by_a_guest,Execution,0
487,Dock,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
488,Double Oval Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
489,Farm,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
490,Fence,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
491,Fire,S01E08,PEACEFUL VALLEY,0,Human_presence,Human,0
492,Florida Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
493,Flowers,S01E08,PEACEFUL VALLEY,0,Vegetation,Landscape,1
494,FOG,S01E08,PEACEFUL VALLEY,0,Season_and_weather,Time_and_atmosphere,1
495,Framed,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
496,Grass,S01E08,PEACEFUL VALLEY,0,Vegetation,Landscape,1
497,Guest,S01E08,PEACEFUL VALLEY,0,Painted_by_a_guest,Execution,0
498,Half Circle Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
499,Half Oval Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
500,Hills,S01E08,PEACEFUL VALLEY,0,Topography,Landscape,1
501,Lakes,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
502,Lake,S01E08,PEACEFUL VALLEY,1,Water,Landscape,1
503,Lighthouse,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
504,Mill,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
505,Moon,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,0
506,Mountains,S01E08,PEACEFUL VALLEY,1,Topography,Landscape,1
507,Mountain,S01E08,PEACEFUL VALLEY,1,Topography,Landscape,1
508,Night,S01E08,PEACEFUL VALLEY,0,Time_of_day,Time_and_atmosphere,0
509,Ocean,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
510,Oval Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
511,Palm Trees,S01E08,PEACEFUL VALLEY,0,Vegetation,Landscape,1
512,Path,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
513,Person,S01E08,PEACEFUL VALLEY,0,Person,Human,0
514,Portrait,S01E08,PEACEFUL VALLEY,0,Painting_type,Human,0
515,Rectangle 3D Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
516,Rectangular Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
517,River,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
518,Rocks,S01E08,PEACEFUL VALLEY,0,Rocks,Landscape,1
519,Seashell Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
520,Snowy Mountain,S01E08,PEACEFUL VALLEY,0,Topography,Landscape,1
521,Snow,S01E08,PEACEFUL VALLEY,0,Season_and_weather,Time_and_atmosphere,1
522,Split Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
523,Steve Ross,S01E08,PEACEFUL VALLEY,0,Painted_by_a_guest,Execution,0
524,Structure,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
525,SUN,S01E08,PEACEFUL VALLEY,0,Sky,Landscape,0
526,Tomb Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
527,Trees,S01E08,PEACEFUL VALLEY,1,Vegetation,Landscape,1
528,Tree,S01E08,PEACEFUL VALLEY,1,Vegetation,Landscape,1
529,Triple Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
530,Waterfall,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
531,Waves,S01E08,PEACEFUL VALLEY,0,Water,Landscape,1
532,Windmill,S01E08,PEACEFUL VALLEY,0,Human_built,Human,1
533,Window Frame,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
534,Winter,S01E08,PEACEFUL VALLEY,0,Season_and_weather,Time_and_atmosphere,0
535,Wood Framed,S01E08,PEACEFUL VALLEY,0,Frame,Execution,0
536,Apple Frame,S01E09,SEASCAPE,0,Frame,Execution,0
537,Aurora Borealis,S01E09,SEASCAPE,0,Sky,Landscape,1
538,Barn,S01E09,SEASCAPE,0,Human_built,Human,1
539,Beach,S01E09,SEASCAPE,1,Water,Landscape,1
540,Boat,S01E09,SEASCAPE,0,Human_presence,Human,1
541,Bridge,S01E09,SEASCAPE,0,Human_built,Human,1
542,Building,S01E09,SEASCAPE,0,Human_built,Human,1
543,Bushes,S01E09,SEASCAPE,0,Vegetation,Landscape,1
544,Cabin,S01E09,SEASCAPE,0,Human_built,Human,1
545,Cactus,S01E09,SEASCAPE,0,Vegetation,Landscape,1
546,Circle Frame,S01E09,SEASCAPE,0,Frame,Execution,0
547,Cirrus,S01E09,SEASCAPE,0,Sky,Landscape,0
548,Cliff,S01E09,SEASCAPE,0,Topography,Landscape,1
549,Clouds,S01E09,SEASCAPE,1,Sky,Landscape,0
550,Conifer,S01E09,SEASCAPE,0,Vegetation,Landscape,1
551,Cumulus,S01E09,SEASCAPE,0,Sky,Landscape,0
552,Deciduous,S01E09,SEASCAPE,0,Vegetation,Landscape,1
553,Diane Andre,S01E09,SEASCAPE,0,Painted_by_a_guest,Execution,0
554,Dock,S01E09,SEASCAPE,0,Human_built,Human,1
555,Double Oval Frame,S01E09,SEASCAPE,0,Frame,Execution,0
556,Farm,S01E09,SEASCAPE,0,Human_built,Human,1
557,Fence,S01E09,SEASCAPE,1,Human_built,Human,1
558,Fire,S01E09,SEASCAPE,0,Human_presence,Human,0
559,Florida Frame,S01E09,SEASCAPE,0,Frame,Execution,0
560,Flowers,S01E09,SEASCAPE,0,Vegetation,Landscape,1
561,FOG,S01E09,SEASCAPE,0,Season_and_weather,Time_and_atmosphere,1
562,Framed,S01E09,SEASCAPE,0,Frame,Execution,0
563,Grass,S01E09,SEASCAPE,0,Vegetation,Landscape,1
564,Guest,S01E09,SEASCAPE,0,Painted_by_a_guest,Execution,0
565,Half Circle Frame,S01E09,SEASCAPE,0,Frame,Execution,0
566,Half Oval Frame,S01E09,SEASCAPE,0,Frame,Execution,0
567,Hills,S01E09,SEASCAPE,0,Topography,Landscape,1
568,Lakes,S01E09,SEASCAPE,0,Water,Landscape,1
569,Lake,S01E09,SEASCAPE,0,Water,Landscape,1
570,Lighthouse,S01E09,SEASCAPE,0,Human_built,Human,1
571,Mill,S01E09,SEASCAPE,0,Human_built,Human,1
572,Moon,S01E09,SEASCAPE,0,Sky,Landscape,0
573,Mountains,S01E09,SEASCAPE,0,Topography,Landscape,1
574,Mountain,S01E09,SEASCAPE,0,Topography,Landscape,1
575,Night,S01E09,SEASCAPE,0,Time_of_day,Time_and_atmosphere,0
576,Ocean,S01E09,SEASCAPE,1,Water,Landscape,1
577,Oval Frame,S01E09,SEASCAPE,0,Frame,Execution,0
578,Palm Trees,S01E09,SEASCAPE,0,Vegetation,Landscape,1
579,Path,S01E09,SEASCAPE,0,Human_built,Human,1
580,Person,S01E09,SEASCAPE,0,Person,Human,0
581,Portrait,S01E09,SEASCAPE,0,Painting_type,Human,0
582,Rectangle 3D Frame,S01E09,SEASCAPE,0,Frame,Execution,0
583,Rectangular Frame,S01E09,SEASCAPE,0,Frame,Execution,0
584,River,S01E09,SEASCAPE,0,Water,Landscape,1
585,Rocks,S01E09,SEASCAPE,0,Rocks,Landscape,1
586,Seashell Frame,S01E09,SEASCAPE,0,Frame,Execution,0
587,Snowy Mountain,S01E09,SEASCAPE,0,Topography,Landscape,1
588,Snow,S01E09,SEASCAPE,0,Season_and_weather,Time_and_atmosphere,1
589,Split Frame,S01E09,SEASCAPE,0,Frame,Execution,0
590,Steve Ross,S01E09,SEASCAPE,0,Painted_by_a_guest,Execution,0
591,Structure,S01E09,SEASCAPE,0,Human_built,Human,1
592,SUN,S01E09,SEASCAPE,0,Sky,Landscape,0
593,Tomb Frame,S01E09,SEASCAPE,0,Frame,Execution,0
594,Trees,S01E09,SEASCAPE,0,Vegetation,Landscape,1
595,Tree,S01E09,SEASCAPE,0,Vegetation,Landscape,1
596,Triple Frame,S01E09,SEASCAPE,0,Frame,Execution,0
597,Waterfall,S01E09,SEASCAPE,0,Water,Landscape,1
598,Waves,S01E09,SEASCAPE,0,Water,Landscape,1
599,Windmill,S01E09,SEASCAPE,0,Human_built,Human,1
600,Window Frame,S01E09,SEASCAPE,0,Frame,Execution,0
601,Winter,S01E09,SEASCAPE,0,Season_and_weather,Time_and_atmosphere,0
602,Wood Framed,S01E09,SEASCAPE,0,Frame,Execution,0
603,Apple Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
604,Aurora Borealis,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,1
605,Barn,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
606,Beach,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
607,Boat,S01E10,MOUNTAIN LAKE,0,Human_presence,Human,1
608,Bridge,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
609,Building,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
610,Bushes,S01E10,MOUNTAIN LAKE,1,Vegetation,Landscape,1
611,Cabin,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
612,Cactus,S01E10,MOUNTAIN LAKE,0,Vegetation,Landscape,1
613,Circle Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
614,Cirrus,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,0
615,Cliff,S01E10,MOUNTAIN LAKE,0,Topography,Landscape,1
616,Clouds,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,0
617,Conifer,S01E10,MOUNTAIN LAKE,1,Vegetation,Landscape,1
618,Cumulus,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,0
619,Deciduous,S01E10,MOUNTAIN LAKE,1,Vegetation,Landscape,1
620,Diane Andre,S01E10,MOUNTAIN LAKE,0,Painted_by_a_guest,Execution,0
621,Dock,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
622,Double Oval Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
623,Farm,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
624,Fence,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
625,Fire,S01E10,MOUNTAIN LAKE,0,Human_presence,Human,0
626,Florida Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
627,Flowers,S01E10,MOUNTAIN LAKE,0,Vegetation,Landscape,1
628,FOG,S01E10,MOUNTAIN LAKE,0,Season_and_weather,Time_and_atmosphere,1
629,Framed,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
630,Grass,S01E10,MOUNTAIN LAKE,0,Vegetation,Landscape,1
631,Guest,S01E10,MOUNTAIN LAKE,0,Painted_by_a_guest,Execution,0
632,Half Circle Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
633,Half Oval Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
634,Hills,S01E10,MOUNTAIN LAKE,0,Topography,Landscape,1
635,Lakes,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
636,Lake,S01E10,MOUNTAIN LAKE,1,Water,Landscape,1
637,Lighthouse,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
638,Mill,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
639,Moon,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,0
640,Mountains,S01E10,MOUNTAIN LAKE,0,Topography,Landscape,1
641,Mountain,S01E10,MOUNTAIN LAKE,1,Topography,Landscape,1
642,Night,S01E10,MOUNTAIN LAKE,0,Time_of_day,Time_and_atmosphere,0
643,Ocean,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
644,Oval Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
645,Palm Trees,S01E10,MOUNTAIN LAKE,0,Vegetation,Landscape,1
646,Path,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
647,Person,S01E10,MOUNTAIN LAKE,0,Person,Human,0
648,Portrait,S01E10,MOUNTAIN LAKE,0,Painting_type,Human,0
649,Rectangle 3D Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
650,Rectangular Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
651,River,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
652,Rocks,S01E10,MOUNTAIN LAKE,0,Rocks,Landscape,1
653,Seashell Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
654,Snowy Mountain,S01E10,MOUNTAIN LAKE,0,Topography,Landscape,1
655,Snow,S01E10,MOUNTAIN LAKE,0,Season_and_weather,Time_and_atmosphere,1
656,Split Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
657,Steve Ross,S01E10,MOUNTAIN LAKE,0,Painted_by_a_guest,Execution,0
658,Structure,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
659,SUN,S01E10,MOUNTAIN LAKE,0,Sky,Landscape,0
660,Tomb Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
661,Trees,S01E10,MOUNTAIN LAKE,1,Vegetation,Landscape,1
662,Tree,S01E10,MOUNTAIN LAKE,1,Vegetation,Landscape,1
663,Triple Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
664,Waterfall,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
665,Waves,S01E10,MOUNTAIN LAKE,0,Water,Landscape,1
666,Windmill,S01E10,MOUNTAIN LAKE,0,Human_built,Human,1
667,Window Frame,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
668,Winter,S01E10,MOUNTAIN LAKE,0,Season_and_weather,Time_and_atmosphere,0
669,Wood Framed,S01E10,MOUNTAIN LAKE,0,Frame,Execution,0
670,Apple Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
671,Aurora Borealis,S01E11,WINTER GLOW,0,Sky,Landscape,1
672,Barn,S01E11,WINTER GLOW,0,Human_built,Human,1
673,Beach,S01E11,WINTER GLOW,0,Water,Landscape,1
674,Boat,S01E11,WINTER GLOW,0,Human_presence,Human,1
675,Bridge,S01E11,WINTER GLOW,0,Human_built,Human,1
676,Building,S01E11,WINTER GLOW,0,Human_built,Human,1
677,Bushes,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
678,Cabin,S01E11,WINTER GLOW,0,Human_built,Human,1
679,Cactus,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
680,Circle Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
681,Cirrus,S01E11,WINTER GLOW,0,Sky,Landscape,0
682,Cliff,S01E11,WINTER GLOW,0,Topography,Landscape,1
683,Clouds,S01E11,WINTER GLOW,0,Sky,Landscape,0
684,Conifer,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
685,Cumulus,S01E11,WINTER GLOW,0,Sky,Landscape,0
686,Deciduous,S01E11,WINTER GLOW,1,Vegetation,Landscape,1
687,Diane Andre,S01E11,WINTER GLOW,0,Painted_by_a_guest,Execution,0
688,Dock,S01E11,WINTER GLOW,0,Human_built,Human,1
689,Double Oval Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
690,Farm,S01E11,WINTER GLOW,0,Human_built,Human,1
691,Fence,S01E11,WINTER GLOW,0,Human_built,Human,1
692,Fire,S01E11,WINTER GLOW,0,Human_presence,Human,0
693,Florida Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
694,Flowers,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
695,FOG,S01E11,WINTER GLOW,0,Season_and_weather,Time_and_atmosphere,1
696,Framed,S01E11,WINTER GLOW,0,Frame,Execution,0
697,Grass,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
698,Guest,S01E11,WINTER GLOW,0,Painted_by_a_guest,Execution,0
699,Half Circle Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
700,Half Oval Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
701,Hills,S01E11,WINTER GLOW,0,Topography,Landscape,1
702,Lakes,S01E11,WINTER GLOW,0,Water,Landscape,1
703,Lake,S01E11,WINTER GLOW,1,Water,Landscape,1
704,Lighthouse,S01E11,WINTER GLOW,0,Human_built,Human,1
705,Mill,S01E11,WINTER GLOW,0,Human_built,Human,1
706,Moon,S01E11,WINTER GLOW,0,Sky,Landscape,0
707,Mountains,S01E11,WINTER GLOW,0,Topography,Landscape,1
708,Mountain,S01E11,WINTER GLOW,0,Topography,Landscape,1
709,Night,S01E11,WINTER GLOW,0,Time_of_day,Time_and_atmosphere,0
710,Ocean,S01E11,WINTER GLOW,0,Water,Landscape,1
711,Oval Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
712,Palm Trees,S01E11,WINTER GLOW,0,Vegetation,Landscape,1
713,Path,S01E11,WINTER GLOW,0,Human_built,Human,1
714,Person,S01E11,WINTER GLOW,0,Person,Human,0
715,Portrait,S01E11,WINTER GLOW,0,Painting_type,Human,0
716,Rectangle 3D Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
717,Rectangular Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
718,River,S01E11,WINTER GLOW,0,Water,Landscape,1
719,Rocks,S01E11,WINTER GLOW,0,Rocks,Landscape,1
720,Seashell Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
721,Snowy Mountain,S01E11,WINTER GLOW,0,Topography,Landscape,1
722,Snow,S01E11,WINTER GLOW,0,Season_and_weather,Time_and_atmosphere,1
723,Split Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
724,Steve Ross,S01E11,WINTER GLOW,0,Painted_by_a_guest,Execution,0
725,Structure,S01E11,WINTER GLOW,0,Human_built,Human,1
726,SUN,S01E11,WINTER GLOW,0,Sky,Landscape,0
727,Tomb Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
728,Trees,S01E11,WINTER GLOW,1,Vegetation,Landscape,1
729,Tree,S01E11,WINTER GLOW,1,Vegetation,Landscape,1
730,Triple Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
731,Waterfall,S01E11,WINTER GLOW,0,Water,Landscape,1
732,Waves,S01E11,WINTER GLOW,0,Water,Landscape,1
733,Windmill,S01E11,WINTER GLOW,0,Human_built,Human,1
734,Window Frame,S01E11,WINTER GLOW,0,Frame,Execution,0
735,Winter,S01E11,WINTER GLOW,0,Season_and_weather,Time_and_atmosphere,0
736,Wood Framed,S01E11,WINTER GLOW,0,Frame,Execution,0
737,Apple Frame,S01E12,SNOWFALL,0,Frame,Execution,0
738,Aurora Borealis,S01E12,SNOWFALL,0,Sky,Landscape,1
739,Barn,S01E12,SNOWFALL,0,Human_built,Human,1
740,Beach,S01E12,SNOWFALL,0,Water,Landscape,1
741,Boat,S01E12,SNOWFALL,0,Human_presence,Human,1
742,Bridge,S01E12,SNOWFALL,0,Human_built,Human,1
743,Building,S01E12,SNOWFALL,0,Human_built,Human,1
744,Bushes,S01E12,SNOWFALL,0,Vegetation,Landscape,1
745,Cabin,S01E12,SNOWFALL,0,Human_built,Human,1
746,Cactus,S01E12,SNOWFALL,0,Vegetation,Landscape,1
747,Circle Frame,S01E12,SNOWFALL,0,Frame,Execution,0
748,Cirrus,S01E12,SNOWFALL,1,Sky,Landscape,0
749,Cliff,S01E12,SNOWFALL,0,Topography,Landscape,1
750,Clouds,S01E12,SNOWFALL,1,Sky,Landscape,0
751,Conifer,S01E12,SNOWFALL,1,Vegetation,Landscape,1
752,Cumulus,S01E12,SNOWFALL,0,Sky,Landscape,0
753,Deciduous,S01E12,SNOWFALL,0,Vegetation,Landscape,1
754,Diane Andre,S01E12,SNOWFALL,0,Painted_by_a_guest,Execution,0
755,Dock,S01E12,SNOWFALL,0,Human_built,Human,1
756,Double Oval Frame,S01E12,SNOWFALL,0,Frame,Execution,0
757,Farm,S01E12,SNOWFALL,0,Human_built,Human,1
758,Fence,S01E12,SNOWFALL,0,Human_built,Human,1
759,Fire,S01E12,SNOWFALL,0,Human_presence,Human,0
760,Florida Frame,S01E12,SNOWFALL,0,Frame,Execution,0
761,Flowers,S01E12,SNOWFALL,0,Vegetation,Landscape,1
762,FOG,S01E12,SNOWFALL,0,Season_and_weather,Time_and_atmosphere,1
